vacancy rate,unemployment rate
1.0751482921166189,6.284994999999999
1.0890556408063994,6.245966
1.1054697446114137,6.195272
1.0894719193862037,6.180156
1.0792537745403359,6.108576
1.0618007888550838,6.122106
1.0531296397115475,6.1132480000000005
1.066368628389091,5.988047
1.136967941126943,5.85752
1.1405672685882526,5.649821
1.1162176256907632,5.612458
1.085096295355266,5.759525
1.0871551863475082,5.74559
1.0974913873401966,5.723612
1.0130944858491484,5.821862
0.9983997477966096,5.870908
0.9815233337567253,5.940271
0.9545479813268342,6.070612000000001
0.8968380521125007,6.244885
0.9957412101286403,6.464825
0.8826209933174337,6.586905000000001
0.7985957542055768,6.869756
0.7758807381909314,7.096555
0.7301874163409384,7.200272999999999
0.7071278552228036,7.292089
0.683513586590097,7.43363
0.6915234809765224,7.46679
0.7520081792181129,7.496033000000001
0.7394096640376819,7.508602000000001
0.7537492911241215,7.407603
0.7753583110059307,7.2536119999999995
0.7671554262003369,7.18346
0.7655899300502151,7.206008
0.7953800487485098,7.226603
0.7997997819042127,7.097154
0.8228181920433241,7.046196000000001
0.8441404871505065,6.987494
0.8646901459354608,6.941953
0.898480466492968,6.868558999999999
0.8841929977813483,6.841291
0.8982522110572326,6.798507000000001
0.8987595492923789,6.748341
0.908078916156043,6.773427000000001
0.9271584434922008,6.844247
0.9470658164722885,6.779675999999999
0.9404934988515383,6.660207000000001
0.9135258634196993,6.680223
0.9308371911000898,6.638878
0.9075719438268568,6.7148330000000005
0.914063923595076,6.6796679999999995
0.8921839210930939,6.664514
0.8239792915348417,6.7191350000000005
0.8282794203980448,6.7716449999999995
0.8351495904099072,6.807676
0.8111474053115177,6.8153570000000006
0.8330292034281355,6.804498
0.8054416077933785,6.849999
0.8072085580509543,6.944877
0.8211604921426938,6.8573509999999995
0.8127719389977114,6.929635
0.8015988633161976,6.9127350000000005
0.7975881191320034,6.959955
0.7906385923964696,7.004886
0.7953779097446565,6.993603
0.7800610393713414,7.0200309999999995
0.7692227450590154,7.114408
0.7474153321819283,7.175155999999999
0.7514826917879466,7.205707
0.719053178023369,7.303794
0.7111463623263856,7.342853999999999
0.7071481132043715,7.450703999999999
0.7113379605418284,7.420189
0.6947473932375986,7.417463000000001
0.6767560409967647,7.489686
0.69644326080173,7.6759
0.6924373083201286,7.751447
0.6987421232070582,7.798210000000001
0.6827114572929801,7.847753999999999
0.7080931047991481,7.929607000000001
0.701060967862021,7.998158999999999
0.6702030546374141,7.994803
0.6866061951843531,8.01938
0.7121029624375234,8.097097999999999
0.6952824313319174,8.167355
0.7196132054860614,8.303374
0.6986452558333107,8.367339
0.6587743350802858,8.395137
0.6815998186166565,8.444979
0.6931568294302127,8.537509
0.6885136137007339,8.578916
0.6938857340751999,8.645044
0.6656934671878396,8.708827000000001
0.6770603198709456,8.790834
0.6888475224269418,8.935893
0.6793499957562017,9.011242
0.6891914113069713,9.140222999999999
0.6968316680033382,9.162702000000001
0.7077778461858848,9.227698
0.7461926007751646,9.157428999999999
0.7695818488725897,9.185431
0.8108689602624126,9.191645
0.8312439821884022,9.194523
0.8608336400107789,9.202247
0.8669383641272624,9.16034
0.9368464294672769,9.120778
0.94775427282609,9.068405
0.9356891945726457,9.134621000000001
0.9608352096153989,9.126876
0.9713574007121347,9.141237
1.0250351861865978,9.098288
1.01967968237038,9.073535000000001
1.0349437069176286,9.058514
1.0254106629116806,9.036089
1.0604881367000183,9.023939
1.1169104656662325,8.962802
1.2190822077697583,8.897786
1.251827774409472,8.932160000000001
1.2889041598026842,8.843535000000001
1.3426834927776516,8.751593
1.3387194034897831,8.667589999999999
1.3917443093274189,8.637325
1.395344602137002,8.579977
1.4806629967384348,8.510917999999998
1.462942985822043,8.42071
1.4854680937342235,8.35243
1.5204712094241721,8.235149
1.5294062837952793,8.138786999999999
1.5873524567892785,8.082099000000001
1.634056592403275,7.900983999999999
1.6410085906772087,7.943523
1.6512181078007888,7.865303999999999
1.7031909366661429,7.798955
1.7354144579644146,7.678781
1.7657222615732309,7.688345
1.7725153476239113,7.706397
1.8306168007026744,7.657571000000001
1.8417229230017371,7.6260580000000004
1.8541288300109493,7.5979350000000005
1.862662037849479,7.517321000000001
1.887959744140986,7.443994
1.8877021153253963,7.476996000000001
1.875274446820165,7.3474509999999995
1.8888605964643106,7.332501
1.9160206280047802,7.3607190000000005
1.873584179771557,7.360028
1.8433879269985185,7.363248
1.8515279448497035,7.439108
1.8598808390378763,7.472066000000001
1.887593112287406,7.434692999999999
1.880566213159589,7.388517
1.9200762939241114,7.200792
1.8891500279281521,7.059735000000001
1.9510994054886353,6.925766
1.9441943897227563,6.838157000000001
1.4964824799729988,11.61942
1.2763135314918226,12.40952
1.2780138227962923,11.95717
1.3576028655849637,11.23978
1.4080820215140355,10.46194
1.4475276212616164,9.919803
1.512399410980486,9.589421000000002
1.5600801291778883,9.421495
1.5581283523019533,9.436871
1.483926814722254,9.356494
1.6061050859833728,9.26473
1.7120851565701711,9.147665
1.851886345644507,8.973483
1.9469621869744624,8.64401
2.1692121348207416,8.262177000000001
2.334563175150706,8.001157000000001
2.46223626353894,7.817284
2.5456044724469624,7.638257
2.6111347920611077,7.454264
2.72184624804143,7.156288000000001
2.71516556296321,7.093638
2.9181638999452972,6.885674000000001
2.961137726176335,6.654794
3.042053850836937,6.457461
3.048172069368323,6.323297
3.0545613132178504,6.279091
3.0716789820474664,6.218143
3.0318721617128066,6.2442
3.005517151058314,6.258454
2.996126468717401,6.303895
2.9562725990296363,6.253221
2.942165578143448,6.2765010000000006
2.9683745895307094,6.15375
2.9854948872145566,6.186292
2.8369095598642433,6.216416000000001
2.7799846531956254,6.229862000000001
2.7157801253322393,6.250634
2.664501632889797,6.313905
2.5823081767660008,6.381872
2.5250419460957056,6.410983
2.4607754115763427,6.462671
2.449054104010033,6.4683269999999995
2.422593299988608,6.506222
2.4179551913777306,6.523028
2.4567546195846046,6.53268
