vacancy rate,unemployment rate
1.2786499524824635,4.2
1.0539327627199433,4.2
0.9768537855736101,4.1
1.01855206605817,4.2
0.9892038760669976,4.1
1.071115109346925,4.1
0.9776758448962953,4.1
1.0065646351714836,4.0
1.0679288715412756,4.0
0.9741941367667283,4.0
0.8520117280895293,3.9
0.9199364084594751,4.0
0.8005979847563724,4.1
0.966934695124823,4.1
0.993620381863537,4.1
0.803961130558486,4.1
0.78044067819894,4.2
0.7310335140968464,4.3
0.7431755302360364,4.4
0.8248864010294591,4.6
0.7641209377068731,4.8
0.609674575078969,5.0
0.4991219465648855,5.1
0.4923823631832463,5.3
0.4470861314895185,5.4
0.486976506524126,5.5
0.48454185748496403,5.5
0.4512208414107003,5.6
0.4734431788356802,5.6
0.5015278627459949,5.7
0.46012819521318454,5.7
0.556124471341233,5.7
0.5734351341757774,5.7
0.5315614877679006,5.7
0.573744218327683,5.7
0.5880287919716154,5.7
0.717178820426919,5.7
0.6388144926646786,5.8
0.7179083945796005,5.8
1.0005933580070427,5.8
0.9399515267558826,5.8
0.9420028111444323,5.8
1.044199445187089,5.9
1.1405212145890844,5.9
1.0568791233230614,5.5
1.0943683337484125,5.5
1.3105566157516064,5.5
1.5385555298538285,5.5
1.4348247436701451,5.5
1.25696641718225,5.6
1.1665411231299048,5.7
1.0828801485683859,5.8
1.0927187612791454,5.7
1.0454726272170551,5.7
1.0777042832708612,5.7
1.141028717618169,5.8
1.0952136631608635,5.9
1.2241860479661537,5.9
1.1991367469941656,5.9
1.1149616220457252,6.0
1.1290955952543296,6.0
1.1653336830917744,6.1
1.1365857524118521,6.1
1.167125040075888,6.1
1.0613694134686338,6.1
1.0585371916522068,6.1
1.0707718634683985,6.2
0.953209423731753,6.4
0.9018717428392962,6.5
0.99849374557816,6.6
1.0056472889674528,6.7
0.9302194211490021,6.8
0.9768751593618609,6.9
1.0679920360854742,7.0
1.0805369100510973,7.0
1.0260669295058056,6.9
1.045803423068386,7.0
1.1582646225961093,7.0
1.124706681243535,7.0
1.1298601112105964,7.1
1.335904487226892,7.1
1.3766287166105884,7.1
1.2331967084309088,7.1
1.3623317203477041,7.2
1.355708627603535,7.3
1.3205224736166503,7.2
1.4647264198436343,7.3
1.4614928476389635,7.2
1.4073943637966213,7.2
1.3497203247581164,7.1
1.480796700656199,7.1
1.5503513719688389,7.0
1.6496246448266891,7.0
1.822208644937514,7.0
1.8481882706518817,6.9
1.8509375069715561,6.9
1.8147100327657952,6.9
1.8476327285473046,6.9
1.821607761168228,6.9
1.8796713441903066,6.9
1.8778354826791361,6.7
1.9347458647057956,6.8
1.9801325684371842,6.7
2.051283506574259,6.7
2.084502938335871,6.5
2.202967737116988,6.5
2.191814858910872,6.5
2.2135102173464833,6.6
2.1643038599770534,6.5
2.1402788634178003,6.5
2.125290736530955,6.4
2.181038201506205,6.4
2.271642396278435,6.4
2.1040543086052677,6.3
1.982271278600816,6.2
2.167265972670322,6.3
2.116857808829766,6.2
2.2187041500592484,6.1
2.2402414822473857,6.0
2.2587875265310973,6.0
2.274067220482836,6.0
2.237256649867155,6.0
2.266982038483184,6.1
2.3369126230518655,6.0
2.4252625836181085,5.9
2.3238003069219975,5.8
2.2945097735712765,5.8
2.321968216972269,5.8
2.2707754063438217,5.6
2.2874390936604154,5.7
2.4034852623544714,5.7
2.537519252818035,5.6
2.625704224208858,5.6
2.639301761668853,5.5
2.7428555451272274,5.5
2.590792647839581,5.5
2.6121443922771332,5.4
2.7728554487756583,5.3
2.8505576127845904,5.2
2.8485220851424633,5.0
2.6155497969558383,5.1
2.552605545540155,5.2
2.553291579282269,5.4
2.5552356284596955,5.6
2.5893703814171625,5.5
2.6403833896096955,5.5
2.6249625851711227,5.5
2.512760319232635,5.4
2.5458333582032417,5.3
2.508003471215956,5.3
2.6386274814163264,5.4
2.674318091680946,5.4
2.857510059572,5.4
2.961027004793829,5.5
2.3899555506136765,6.1
2.0768142287269433,6.9
1.9284911467145032,7.0
2.1838895686044664,7.0
2.3309753139135374,6.6
2.266465545290385,6.4
2.3430122537731504,6.3
2.50969737483613,6.3
2.413436440554245,6.3
2.4596597291064617,6.4
2.292673570442144,6.4
2.3726962375426535,6.2
2.5951532094845633,6.1
2.643891635967245,6.0
2.838786433695135,5.9
3.0566462888102643,5.7
3.0699394041989083,5.6
3.232935525379449,5.5
3.628588659844166,5.5
3.7203586623521097,5.4
3.8200391462211734,5.3
4.076435133643765,5.2
3.7202547897574605,4.9
3.5946781594407997,4.9
3.7581473644970784,4.7
4.045237731339966,4.7
4.102385717444817,4.6
4.207955067989227,4.7
4.090673429253076,4.7
4.32614336085936,4.8
4.325944898642089,4.8
3.986827089148654,4.9
3.8958000453283477,4.9
4.143507763051195,4.8
3.8381783928797293,4.9
3.24328173539017,4.8
3.0882417876872985,4.9
2.9939751302410347,4.9
2.934663679267769,5.0
2.9146327808039456,5.2
2.79044310547412,5.2
2.8324844675105756,5.3
2.80878563888462,5.5
