vacancy rate,unemployment rate
2.040192926045016,2.7
2.0211161387631975,2.6
2.0677332710498657,2.6
2.08598613884647,2.6
2.1120189461219656,2.6
2.1482721511419345,2.6
2.081313620940378,2.5
2.079244357212954,2.5
2.081818181818182,2.4
2.149023638232271,2.4
2.145664739884393,2.4
2.056537102473498,2.4
2.0160795384804224,2.5
1.9698362201013315,2.6
1.9086892488954346,2.7
1.8618228997729485,2.8
1.784431137724551,2.9
1.7210313148276204,3.1
1.5804252998909487,3.3
1.5170425640156011,3.6
1.425370728562218,3.7
1.41153512575889,4.2
1.3739619792739002,4.4
1.348821816256288,4.6
1.3074093197366723,4.7
1.2857051975316496,4.7
1.325766174801362,4.8
1.3073463268365817,4.8
1.315027644902777,4.9
1.3230151374729688,4.9
1.3813959264778939,4.9
1.3947533576001003,4.8
1.4221876942200125,4.9
1.4157944814462418,4.8
1.4234146971458093,4.7
1.4438110215582203,4.6
1.4894300240834892,4.6
1.4650309250322844,4.5
1.3910300370319573,4.4
1.3737734165923283,4.4
1.3709422826161555,4.4
1.4373535492763614,4.4
1.4632332690718812,4.4
1.491884456671252,4.4
1.5084142837597483,4.5
1.4601302708261914,4.4
1.4190638879398703,4.4
1.3972519700949688,4.5
1.4102905891762196,4.6
1.3834814083580125,4.6
1.3963089190405762,4.7
1.4125705587619712,4.8
1.4045112781954887,4.8
1.3897349125775522,4.8
1.424774887443722,4.9
1.4469346984642277,4.9
1.4102739300577674,4.8
1.392730661696179,4.8
1.3891827970374058,4.8
1.3987741690888411,4.7
1.4051087984862818,4.7
1.4466746366324796,4.8
1.4363831533750078,4.7
1.4595901743668067,4.7
1.4686565264430727,4.7
1.4696797062919358,4.7
1.493246242627941,4.7
1.5091328590655644,4.7
1.4957419354838708,4.6
1.5009711252104103,4.6
1.5170521364170912,4.5
1.5551142005958294,4.5
1.574171029668412,4.4
1.5883439359737328,4.3
1.5760291234948196,4.2
1.6131533601378516,4.1
1.6475495307612096,4.0
1.7070201125067426,3.9
1.7228991929102706,3.8
1.730837359098229,3.7
1.705010643523825,3.5
1.761287061994609,3.4
1.8239479392624727,3.3
1.8660475084836579,3.2
1.890557346844772,3.1
1.928797620190001,3.0
1.9605471847739886,2.9
1.9796233405372026,2.8
2.077686299345577,2.8
2.060487804878049,2.7
2.0501169395255596,2.6
2.019164955509925,2.5
2.0170660432495615,2.4
2.090331855756559,2.4
2.052160039273441,2.3
2.077917236237107,2.3
2.115606936416185,2.3
2.1474770353592545,2.3
2.1607029965861675,2.3
2.173458991339786,2.3
2.1892134255700744,2.3
2.1996395932552453,2.3
2.22099805573558,2.3
2.1353950103950106,2.2
2.0401412133891212,2.1
2.059854976928148,2.1
2.135420743639922,2.2
2.1479545157495754,2.2
2.1503974977192755,2.2
2.133350595546349,2.2
2.1484263696412387,2.2
2.2357409553238057,2.3
2.2362750128270905,2.3
2.217752234993614,2.3
2.2117632113821135,2.3
2.236643177450352,2.3
2.0937459536449565,2.1
2.1237797735259667,2.1
2.124680633622892,2.1
2.1786030061892134,2.2
2.160714285714286,2.2
2.1558343789209538,2.2
2.1798570174338394,2.2
2.2008273787138024,2.2
2.212367270455965,2.2
2.2325581395348837,2.2
2.2257547751078253,2.2
2.311165048543689,2.3
2.261616040340977,2.3
2.232320835310868,2.3
2.196115141586707,2.3
2.2719926114061413,2.4
2.2579252357686626,2.4
2.270932607215793,2.4
2.25689307330195,2.4
2.331047450503263,2.5
2.3127158894645943,2.5
2.345494690358532,2.6
2.28932497688277,2.6
2.3343328335832085,2.7
2.257285840447454,2.7
2.2891218620755986,2.8
2.228053615253917,2.8
2.24585456229736,2.9
2.1650865998176845,2.9
2.1755725190839694,3.0
2.128236529041288,3.0
2.1741297808336917,3.1
2.1061348656413723,3.1
2.121182103351494,3.2
2.1058098020123337,3.2
2.1870515197935982,3.3
2.0831435079726655,3.1
2.0228920570264766,3.1
1.6181803398650296,3.1
1.1766732048031383,5.2
0.8097245220532892,6.6
0.9012345679012346,6.4
1.0525561755391344,6.6
1.2115911954346699,6.7
1.2899183171086495,6.6
1.3836707983678496,6.5
1.4800151543853004,6.5
1.5518688024408849,6.5
1.564073627271666,6.4
1.583500473036897,6.6
1.67711503347535,6.6
1.8867663450820618,6.4
2.113933858010847,6.0
2.4067276948009284,5.7
2.6174538629965594,5.6
2.81710722263589,5.4
